country,destination,durations,points of interest,budgets,details
Canada,"Vancouver, Kamloops, Banff, Salmon Arm",5,5,1455,"The Canadian Rocky Mountains are stunning at any time of the year, but there’s something magical about visiting in the winter when the mountains are covered in a blanket of glistening snow. The entire region becomes a true winter wonderland  surrounded with snow capped mountains, frozen lakes and dense snowy landscapes. It’s the perfect setting for an array of winter activities.



This special 5-day tour includes 2-nights in the heart of the Canadian Rockies, the town of Banff. You will enjoy many spectacular sites on the journey to the Rocky Mountains and will have ample free time to try an exciting winter activity like skiing/boarding at Lake Louise Mountain Resort, ice walking, or you can sleep in after a big night out on the town and enjoy the shops and sights of Banff. The transportation of this Premium Tour is a deluxe mini-coach with a smaller group size up to 34 passengers maximum. Day 1 8:00 am - Depart Vancouver from Canada Place (please arrive by 7:45am)
The fun begins! Your friendly tour Guide will start off the tour with introductions. Hear interesting facts about Vancouver as you make your way out of the city and into the mountains
Enjoy a number of sights along the way including: the scenic Coquihalla Highway, Bridal Falls, and Canada’s only desert
Stop in Kamloops for lunch
Experience wine tasting at a local winery
Check-in to your beautiful riverside accommodation 
Enjoy a group dinner here
Experience a First Nations Cultural Talk led by the Okanagan Indian Band. An Indigenous Cultural Host will greet the group and tell entertaining stories and legends around a campfire. Day2 Breakfast at your hotel (included)
Depart the hotel in the morning
Drive through the beautiful snow-capped peaks of Mount Revelstoke National Park & Glacier National Park
Visit Roger’s Pass National Historic Site
Visit Emerald Lake
Explore Lake Louise! Optional ice skating (seasonal)
Continue your drive to Banff. Once in Banff, enjoy a driving tour of the world famous town
Check into your hotel in Banff
Free time to go shopping on Banff Avenue and try one of the many restaurants. Day 3 After breakfast, enjoy a driving tour of Banff townsite including Bow Falls, HooDoos, Banff Springs Hotel, and more
Option to take a scenic sleigh ride through a winter wonderland (included in the Christmas tour, additional cost in the regular winter tours)
Option to take the Banff Gondola (additional cost)
Option to participate in an exciting winter activity like snowshoeing, ice walking, or skiing/snowboarding at Lake Louise Ski Resort (additional cost)
If you are not participating in an activity,  enjoy a free day in Banff. Day 4 Breakfast in your hotel 
Enjoy a scenic drive along Bow Valley Parkway where you may spot wildlife 
Visit Emerald Lake (seasonal)
Visit Roger’s Pass National Historic Site
Stop at Craigellachie (the last spike of the Canadian Pacific Railway)
Check into your boutique hotel located on Shuswap Lake
Free time to go for a walk on the lakeside boardwalk or enjoy the hotel amenities
There are many options for dinner this evening including a popular restaurant located in your hotel. Day 5 Breakfast in the hotel
Visit the BC Wildlife Park (admission included)
Enjoy some sightseeing stops on the return drive to Vancouver
Return to Vancouver at approximately 6:30pm"
Canada,"Vancouver, Whistler",5,6,2500,"### Day 01: Arrival in Vancouver

- **Flight:** Depart from home city to Vancouver.
- **Other:** Check-in and relax at the hotel.
- **Hotel:** Fairmont Waterfront.

### Day 02: Vancouver City Tour

- **Breakfast:** Hotel breakfast.
- **Activities:** Visit Stanley Park, Granville Island, and Gastown.
- **Hotel:** Fairmont Waterfront.

### Day 03: Sea-to-Sky Highway to Whistler

- **Breakfast:** Hotel breakfast.
- **Transportation:** Drive to Whistler via the Sea-to-Sky Highway.
- **Activities:** Stop at Shannon Falls and Brandywine Falls.
- **Hotel:** Fairmont Chateau Whistler.

### Day 04: Whistler Adventure Day

- **Breakfast:** Hotel breakfast.
- **Activities:** Ride the Peak 2 Peak Gondola, go hiking or zip-lining.
- **Hotel:** Fairmont Chateau Whistler.

### Day 05: Departure

- **Breakfast:** Hotel breakfast.
- **Flight:** Return flight home from Vancouver."
Mexico,"Cabo San Lucas, La Paz, Todos Santos",6,8,2700,"On Day 1, arrive in Cabo San Lucas and check into the Solmar Resort, then spend some time exploring the lively Marina. On Day 2, start with breakfast at the hotel, followed by a boat tour to the iconic El Arco and snorkeling at Lovers Beach. Day 3 involves a day trip to La Paz, about a two-hour drive away, where you can experience the thrill of swimming with whale sharks and relaxing on the pristine Playa Balandra. On Day 4, travel an hour to Todos Santos to visit art galleries and historic sites before an overnight stay at the Guaycura Boutique Hotel. Spend Day 5 at leisure back in Cabo San Lucas, relaxing on the beach or enjoying an optional boat tour, and stay the night at the Solmar Resort. Conclude your trip on Day 6 with a final breakfast before your return flight home."
Mexico,"Cancun, Chichen Itza, Merida, Playa del Carmen",11,7,2246,"If you are looking for a truly fun & unique adventure, our 11 day Yucatán Experience is just what you need! Touch down in Cancún to get ready to explore the crystal Carribean sea via an island boat trip, before chilling out on the pristine, white sandy beaches. Dive into the culture at the ancient Mayan site of Chichen Itza and cool off in cenotes - natural freshwater pools made from collapsed limestone. Check out the magnificent 7 colour lagoon, take on a tequila tasting session and test your salsa dancing skills. The perfect trip for island & beach lovers looking to immerse yourself in the culture & fun of Yucantán Mexico. Join us for the complete Yucatán fiesta! Day 1 AIRPORT PICK UP
When you think of Cancun, you might think spring break students running wild. Well, there is that, but if that’s not your scene then just avoid that time of year, easy peasy! Regardless of what floats your boat, Cancun is a party paradise set against a backdrop of turquoise, Caribbean ocean and white sand beaches. It’s also where we start this trip because it’s near the airport and Cancun is as good a place as any to ease into the trip! Arrive at the airport and we'll pick you up and take you to the hotel. Let’s get this show on the road! Want to explore like a local? Wander over to Market 28, Plaza Las Americas, and Puerto Cancún to browse dozens of Mexican clothing boutiques and accessory stalls. In the evening, It’s time for our welcome dinner where you can get to know your new travel friends aka TruFam, over dinner and a few Cervezas (that’s beers for you uncultured swines) by the pool or on the beach. Salud! Day 2 ISLA HOLBOX
After a long flight and a night on the town getting to know your group a bit better, you probably could do with a bit of R&R, and we couldn’t think of anywhere better than the Island of Holbox for that. A real piece of paradise, seriously beautiful beaches, no cars, loads of funky beach bars with live music and zero stress or troubles insight. Isla Holbox is home to tropical marine life, so make sure you jump in and explore! Although, if you fancy something a little more chill then how do sea hammocks sound? Dreamy right, we told you it was paradise! If you need us, you’ll find us in the hammocks! Just hanging out, ya know (see what we did there). Spend your day relaxing and chillaxing getting ready for the next day as our Yucatan adventure continues tomorrow!


Transport:
- Ferry

Included Activities:
- Isla Holbox Beach Excursion. Day 3 THREE ISLAND BOAT TRIP
Enjoy a lie-in before we jump onto a boat to explore 3 UNREAL locations, just you wait. First up is Bird Island, which is home to many beautiful birds that you will only find here! Next up is ‘’Eye Of The Water’’ cenote, a large natural pool with freshwater springs in the middle of mangroves, sounds like something straight out of a movie, but it’s real! The bright turquoise pool is located just a few metres away from the sea, so make sure your cameras are all charged as you won’t want to miss this very rare sight! Last but definitely not least, we’re off to Passion Island which is home to flocks of PINK FLAMINGOS! This is truly an amazing experience, to be able to see these wonderful birds in their natural habitat! And hey, now is a good time for us to remind you to be a flamingo in a flock of pigeons, TruFam! Next, it’s time to hop back onto our boat, enjoy a few beers if you fancy it (or drink of choice, you do you boo) and hopefully catch a stunning sunset! And if we’re even luckier we might see the bioluminescence in the ocean after dark, some immaculate vibes, let us tell you!


Included Activities:
- 3 Island Boat Trip. Day 4 MAYAN SITE OF CHICHEN ITZA
Today is the day! We are off to one of the seven wonders of the world, The Mayan Site of Chichen Itza, a must-see when in Mexico (duh!). We will leave Holbox early to set off to the wondrous monument! Once we arrive, we’ll have a guided tour to learn about the fascinating history of the site and of the Mayan civilisation. Trust us, you won’t forget this moment! After marvelling at the site and ticking it off our bucket list, one of the seven wonders done, it’s time to head to Cenote Yokdzonot. Have a dip in the stunning turquoise water, go on, you know you want to, you are at one of Yucatan’s most incredible natural swimming pools after all! Once we’ve had an afternoon splashing about, floating on our backs and looking up to an unreal view, or just chilling and admiring the cenote, it’s, unfortunately, time to leave. Sigh. But fear not, more good times are pending as we head off to Merida and arrive in the early evening. We’ll go on an orientation walk around the city to see all the spectacular sights. Welcome to Merida!


Transport:
- Ferry

Included Activities:
- Walking tour of Merida. Day 5 THREE CENOTE TOUR & TEQUILA TASTING
Today we venture slightly outside of Merida, and we will be cycling between three stunning cenotes, with a spot of lunch along the way of course! After we’ve spent our day chilling and swimming in the Cenotes, we’ll head back to Merida to chill out for a few hours, before it’s time to get ready for our evening! Cycling shoes off, dancing shoes ON! Prepare to get those taste buds tingling as we head out to sample some delicious local food, or what we like to call, the ultimate Mexican feast! Tacos & burritos galore! So you are in Mexico (which you already know) but you can’t come to Mexico and not go tequila tasting. Which is why our next activity for the evening is just that! Well, it’s tequila and mescal tasting to be exact. Tequila is also the national liquor of Mexico! You know what they say when life gives you lemons.. Shot tequila! After we’re all tequila’d out, it’s time to put our salsa dancing skills to the test at one of the many bars with live music Merida has to offer. Told you we would need our dancing shoes!


Meals Included:
- Lunch

Included Activities:
- Tequila Tasting. Day 6 TRAVEL TO BACALAR
Rise and shine! This morning we wave goodbye to Merida and set off to Bacalar, arriving in the early afternoon. This afternoon we’ll head to Bacalar Lagoon (which has the clearest blue water might we add!). Spend your time here either just chilling and lounging on the sand, taking a kayak/paddleboard out for a little exploring, or just taking a nice refreshing dip. Whatever you fancy! In the evening we’ll find a lovely spot by the water to watch the sunset *cue oooh’s and aaah’s* with a few beers (optional of course). 10/10 end to the day we’d say!


Transport:
- Minibus. Day 7 7 COLOUR LAGOON
We know what your thinking, we must really love lagoons because YES we are off to another one, but this time it’s the 7 colour lagoon! And it is totally worth it. Why it is 7 colours or how is it 7 colours you ask? Well, we’re no scientist’s, but we do know that it’s because the clear waters and white sandy bottom of the lagoon cause different shades of turquoise, blue and deep indigo to appear. But we can just pretend it’s magic because you’ve got to see it to believe just how amazing it is. Throughout the day we’ll stop at several places along the way to cool off, get those photos for the ‘gram and of course, we can’t be going hungry, so we’ll stop off for some lunch as well! What an epic week so far!


Included Activities:
- 7 Colour Lagoon Boat Trip. Day 8 TRAVEL TO TULUM
Did someone say trendy beachside town? Hell yeah, we did! We are off to Tulum today, where we can spend the afternoon exploring the town and seeing what this funky beachside town has to offer or simply relax on the white sandy beaches. Vamos a La Playa!! Once we’ve had our beach fix, it’s time to head into own for tonight’s dinner and drinks with the rest of the TruFam, cheeeers!


Transport:
- Minibus. Day 9 TULUM ANCIENT RUINS
In the morning, we head to Tulum archaeological site in the Riviera Maya to explore the ancient Mayan ruins. Sounds like a mesmerising sight to see anyway right? Well, now imagine the brightest of blue ocean and white sandy beach as a backdrop, it’s tru-ly one of a kind so make sure those cameras are all charged up and ready to go! Wait till the ‘gram hears about that *wink wink*. After marvelling at this spectacular view, we head down to the beach to take a refreshing dip as it looks extremely inviting, and enjoy a cocktail (or two, or three, you decide) at one of the groovy lil’ beach lounges. This is the life.


Included Activities:
- Beaches of Tulum. Day 10 PLAYA DEL CARMEN
Ok, so we have a thing for stunning lagoons, but we also have a thing for amazing beaches (if you didn’t figure that out already) and that’s why we are off to Playa Del Carmen, which is a popular resort town by the beach! You can spend your time here doing some shopping for souvenirs or just to treat yourself (you deserve it), or relax on the beach and top up that tan to fulfil that summer glow we all dream about. The choice is yours! All good things must come to an end, which means it’s time for our farewell dinner and drinks in this lively, exciting town. Let’s make this a night to remember or not to remember depending on how many tequila sunrises you have but we don’t judge!


Transport:
- Departure Transfer. Day 11 CHILLED CHECK OUT
Time really does fly when you’re having fun. How is it day 11 already? Well, we aren’t so sure either, but we know it’s been one heck of a trip, with memories and friends made for a lifetime. We’re sad to see you go, but that just means you’ll have to come back again soon! If your adventure doesn’t stop there, our TruNinjas will be happy to help with any onward travel but if it’s homebound then don’t be a stranger! Stay epic, TruFam, it’s been a dream!


Included Activities:
- Help With Onward Travel"
Mexico,"Cancun, Playa del Carmen, Tulum",6,9,2800,"### Day 01: Arrival in Cancun

- **Flight:** Depart from home city to Cancun.
- **Hotel:** The Ritz-Carlton Cancun.

### Day 02: Cancun

- **Breakfast:** Hotel breakfast.
- **Activities:** Visit Chichen Itza, Tulum Ruins, and Xcaret Park.
- **Hotel:** The Ritz-Carlton Cancun.

### Day 03: Cancun to Playa del Carmen

- **Breakfast:** Hotel breakfast.
- **Transportation:** Drive to Playa del Carmen (1 hour).
- **Activities:** Explore Fifth Avenue, visit cenotes.
- **Hotel:** Grand Hyatt Playa del Carmen Resort.

### Day 04: Playa del Carmen to Tulum

- **Breakfast:** Hotel breakfast.
- **Transportation:** Drive to Tulum (1 hour).
- **Activities:** Visit Tulum Ruins and beaches.
- **Hotel:** Coqui Coqui Tulum.

### Day 05: Tulum

- **Breakfast:** Hotel breakfast.
- **Activities:** Snorkeling in cenotes and visit Sian Ka’an Biosphere.
- **Hotel:** Coqui Coqui Tulum.

### Day 06: Return to Cancun & Flight Back

- **Breakfast:** Hotel breakfast.
- **Transportation:** Drive back to Cancun for return flight."
Mexico,"Cancún, Tulum, Cozumel, Playa del Carmen",7,10,2700,"On Day 1, arrive in Cancún and check into the Cancún Resort or a similar hotel, where you can unwind and settle in. On Day 2, start the morning with a hotel breakfast before driving 1.5 hours to Tulum for a tour of the ancient ruins and some snorkeling at Akumal Beach. Return to the Tulum Beach Hotel for an overnight stay. Day 3 is dedicated to a full-day excursion to Chichen Itza and the refreshing Cenote Ik-Kil before spending another night at the Tulum Beach Hotel. On Day 4, take a ferry to Cozumel for a day of snorkeling and exploring Punta Sur Eco Park, and enjoy a comfortable stay at a Cozumel resort. Day 5 brings a leisurely day in Playa del Carmen, with time to relax on the beach and shop along the famous 5th Avenue, followed by an overnight stay at a local hotel. Day 6 offers a full experience at Xcaret Eco Park, where you can enjoy the natural attractions and Mayan cultural performances before returning to your Playa del Carmen hotel. On Day 7, savor a final breakfast before your return flight home from Cancún."
Mexico,"Cancún, Tulum, Playa del Carmen, Chichen Itza",6,8,2100,"On Day 1, travelers arrive in Cancún, flying in from their home city. After checking into the Cancún Beach Resort or a similar hotel, they can unwind and relax on the beach. Day 2 begins with breakfast at the hotel, followed by a day trip to the iconic Mayan ruins of Chichen Itza and a visit to the nearby Cenote Ik-Kil, before returning to the same accommodation.

On Day 3, guests travel 1.5 hours to Tulum to explore the Tulum ruins, snorkel, and enjoy the serene beauty of Tulum Beach, ending the day at a Tulum Beach Resort or similar hotel. Day 4 features a visit to Playa del Carmen to explore the vibrant town and swim in nearby cenotes, with an overnight stay at accommodation in Playa del Carmen.

Day 5 is a free day for travelers to relax on Cancún’s beaches or opt for an excursion to Isla Mujeres. The night is spent at the Cancún Beach Resort or similar accommodation. The trip concludes on Day 6 with breakfast at the hotel and a return flight home from Cancún."
Mexico,"Chihuahua, Divisadero, Los Mochis",5,6,2200,"On Day 1, arrive in Chihuahua and check into the Quality Inn Chihuahua San Francisco, where you can unwind after your journey. Day 2 begins with breakfast at the hotel, followed by a tour of Chihuahua’s key sights, including the historic Chihuahua Cathedral and the Pancho Villa Museum. On Day 3, board the El Chepe train for a scenic six-hour journey to Divisadero, offering breathtaking views of Copper Canyon along the way. Once there, explore various canyon viewpoints and enjoy cliffside hikes before an overnight stay at Hotel Divisadero Barrancas. Day 4 is filled with adventure at Copper Canyon’s Adventure Park, where you can experience thrilling zip-lines and hiking trails. Conclude the trip on Day 5 with a final breakfast before taking the El Chepe train to Los Mochis, where you’ll catch your return flight home."
Mexico,"Merida, Chichen Itza, Cenotes, Tulum, Isla Holbox",7,9,3200,"### Day 01: Arrival in Merida

- **Flight:** Depart from home city to Merida.
- **Hotel:** Hotel Casa de los Montes Molina.

### Day 02: Merida Tour

- **Breakfast:** Hotel breakfast.
- **Activities:** Explore Plaza Principal, visit the Merida Cathedral, and Paseo de Montejo.
- **Hotel:** Hotel Casa de los Montes Molina.

### Day 03: Merida to Chichen Itza

- **Breakfast:** Hotel breakfast.
- **Transportation:** Drive to Chichen Itza (2 hours).
- **Activities:** Explore the ancient ruins of Chichen Itza and the Cenote Sagrado.
- **Hotel:** The Lodge at Chichen Itza.

### Day 04: Chichen Itza to Cenotes

- **Breakfast:** Hotel breakfast.
- **Activities:** Swim in the nearby cenotes (Ik Kil and Cenote Xkeken).
- **Transportation:** Drive to Tulum (2 hours).
- **Hotel:** La Zebra Colibri Boutique Hotel.

### Day 05: Tulum

- **Breakfast:** Hotel breakfast.
- **Activities:** Visit the Tulum Ruins, Tulum Beach, and snorkel in cenotes.
- **Hotel:** La Zebra Colibri Boutique Hotel.

### Day 06: Isla Holbox

- **Breakfast:** Hotel breakfast.
- **Transportation:** Drive to Chiquilá and take a ferry to Isla Holbox.
- **Activities:** Explore the island, swim with whale sharks (seasonal), and relax on the beach.
- **Hotel:** Villas HM Palapas del Mar.

### Day 07: Return to Merida & Flight Back

- **Breakfast:** Hotel breakfast.
- **Transportation:** Take a ferry back to Chiquilá, drive back to Merida.
- **Flight:** Return flight home."
Mexico,"Mexico City, Acapulco, Puerto Vallarta",8,11,3100,"### Day 01: Arrival in Mexico City

- **Flight:** Depart from home city to Mexico City.
- **Hotel:** Hotel Maria Isabel.

### Day 02: Mexico City Tour

- **Breakfast:** Hotel breakfast.
- **Activities:** Visit the Zócalo, Templo Mayor, Chapultepec Castle, and Frida Kahlo Museum.
- **Hotel:** Hotel Maria Isabel.

### Day 03: Mexico City to Acapulco

- **Breakfast:** Hotel breakfast.
- **Transportation:** Fly to Acapulco (1 hour).
- **Activities:** Visit the Cliff Divers, explore Acapulco Bay, and enjoy the beaches.
- **Hotel:** The Fairmont Acapulco Princess.

### Day 04: Acapulco

- **Breakfast:** Hotel breakfast.
- **Activities:** Visit the Fort of San Diego, the Acapulco Botanical Gardens.
- **Hotel:** The Fairmont Acapulco Princess.

### Day 05: Acapulco to Puerto Vallarta

- **Breakfast:** Hotel breakfast.
- **Transportation:** Fly to Puerto Vallarta (1 hour).
- **Activities:** Visit Malecon, Los Arcos, and Vallarta Botanical Gardens.
- **Hotel:** Casa Velas Resort.

### Day 06: Puerto Vallarta

- **Breakfast:** Hotel breakfast.
- **Activities:** Day trip to Marietas Islands and snorkeling.
- **Hotel:** Casa Velas Resort.

### Day 07: Puerto Vallarta

- **Breakfast:** Hotel breakfast.
- **Activities:** Visit Sayulita Beach, explore the local art galleries.
- **Hotel:** Casa Velas Resort.

### Day 08: Return Flight

- **Breakfast:** Hotel breakfast.
- **Flight:** Return to home city."
Mexico,"Mexico City, Oaxaca, Santa Maria Huatulco",8,4,2435,"Get an authentic taste of Mexico on a journey through some of the country’s most famous culinary regions. Meander through Oaxaca’s aromatic markets with a local chef, take to the streets of Puebla to sample some the city’s local specialties and tuck into tacos in Mexico City. Your local leader will help you dig into the culture and history of Mexico with walking tours, visits to ancient ruins and local markets. If you’re after cultural richness, authentic experiences and flavoursome food, this is the adventure for you.

The cuisine of Mexico includes a lot of meat and seafood. For vegetarians and vegans, we recommend reviewing the itinerary and inclusions to ensure that you will be able to fully participate and enjoy this trip. We offer many other trips to Mexico which can accommodate a range of dietary requirements. Mexico's climate is hot and humid. Wear loose clothing and make sure you stay hydrated, especially while out on walking tours. You can expect to walk a lot on this trip and the terrain is often steep. Make sure to pack a jacket for the higher altitude cities like Mexico City and Puebla. Mexico is a big country and you will be covering a fair amount of ground on this trip, so be prepared for some long drives. Please read the itinerary carefully for travel time estimates. Day 1 Bienvenidos! Welcome to Mexico City. Your adventure begins with a welcome meeting at 6 pm tonight, where you'll meet your leader and fellow travellers. After, head out for a taco crawl around town so you can sample different versions of Mexico’s most popular global dish. You may like to accompany your tacos with a refreshing local beer or horchata, a milky cinnamon rice drink.
Day 2 With your leader, you’ll visit a Mexico City institution – a two-storey bakery brimming with cakes, breads and biscuits, followed by a walking tour of the Centro Historico. Take in the beautiful Bellas Artes Palace, travel down the Paseo de la Reforma thoroughfare and see the enormous Zocalo square. Along the way you'll call into Mercado San Juan, the city’s main food market, then roam the surrounding streets and watch local vendors at work. Pull up a chair at one of the best seafood stands in the city for a late lunch. Enjoy the rest of the day at leisure. Maybe relax in Chapultepec Park, take in some of the city's notable museums or check out the home of artists Frida Kahlo and Diego Rivera. Day 3 Take a private vehicle to Puebla this morning, stopping in San Pedro Tlahuac along the way, where Nahuatl descendants preserve pre-Columbian traditions. This is one of the last remaining places in Mexico that still has the canals and chinampa farms – man-made agricultural islands – from the times of the Aztec city of Tenochtitlan. Start your visit in a family kitchen where tortillas are freshly cooked and taken to the local market to sell. Be sure to sample the tortillas before boarding a trajinera (a flat-bottomed boat) for the 30-minute journey to the chinampas. Tour the chinampas with a Nahuatl farmer, who will show you their crops, explain how they make a chinampa and their tips for a successful harvest. Fill a basket with vegetables, which you’ll turn into a salad for lunch. A fresh spread will accompany your salad – tortillas stuffed with pork or vegetables and hibiscus tea. Arrive in Puebla in the afternoon – a city known for its long culinary history – and spend the rest of the day as you wish. Perhaps you’ll check out Zocalo, the central plaza, or pop down Alley of the Frogs, a colourful street perfect for souvenir shopping. Day 4 Venture out on a culinary city tour with a stop in a famous local market for lunch. Puebla is renowned for dishes that combine Spanish and pre-hispanic influences, such as chiles en nogada (stuffed chillies covered in creamy walnut sauce). Start with some Pueblan street food like tacos Arabes (a style of taco created by Puebla’s Middle Eastern immigrants) or chalupas (fried tortillas with a spicy filling). Then, make a beeline for Calle de los Dulces (Sweet Street) to sample tortitas de Santa Clara (shortbread biscuits) and camotes (sweet potato lollies). Save space for a cinnamon-dusted churro or two! Once you’re full and satisfied, perhaps check out Talavera pottery or chill out in a cantina. Day 5 Travel by bus to Oaxaca – a beautiful city nicknamed the ‘land of the seven moles’, hinting at its varieties of the thick sauce. When you arrive, head straight for the bustling Mercado 20 de Noviembre for a late lunch. Among the many great choices, tlayudas (Oaxacan pizza) is a staple you shouldn’t miss. Next, visit Mercado Benito Juarez – a bountiful market taking up a full city block and brimming with produce like mole spices, pastes and towers of Oaxacan cheese. With free time for the remainder of the day, you can continue to roam the markets, people watch in the zocalo or take a gentle stroll around Oaxaca’s streets. Day 6 Today, visit a market with a local chef and learn about Oaxaca’s cuisine from an expert. Take the ingredients you’ve picked up and, during a special cooking class, learn how to transform them into traditional Oaxacan dishes, which you’ll then enjoy for lunch. And you can take these recipes home as a souvenir – the gift that keeps on giving! After, explore Oaxaca’s artsy neighbourhood, Jalatlaco, with your leader. Bright murals and coffee shops adorn its streets so sit down with a hot cup of caffeine from a cafe that’s been open for 140 years and take in your colourful surroundings.
Day 7 Today, visit a market with a local chef and learn about Oaxaca’s cuisine from an expert. Take the ingredients you’ve picked up and, during a special cooking class, learn how to transform them into traditional Oaxacan dishes, which you’ll then enjoy for lunch. And you can take these recipes home as a souvenir – the gift that keeps on giving! After, explore Oaxaca’s artsy neighbourhood, Jalatlaco, with your leader. Bright murals and coffee shops adorn its streets so sit down with a hot cup of caffeine from a cafe that’s been open for 140 years and take in your colourful surroundings.
Day 8 Your adventure ends after breakfast. Additional accommodation can be pre-booked if you wish to spend more time exploring Mexico. Just speak to your booking agent ahead of time."
Mexico,"Mexico City, Puebla",4,5,1500,"On Day 1, arrive in Mexico City and check into the Hilton Mexico City Reforma before spending the rest of the day exploring the vibrant local neighborhoods. Begin Day 2 with breakfast at the hotel, followed by visits to some of Mexico City’s most iconic sites, including the Zocalo, the Palacio de Bellas Artes, and the Frida Kahlo Museum. On Day 3, take a day trip to Puebla, either by car or guided tour, with stops at Puebla’s Historic Center, traditional Talavera pottery workshops, and the impressive Cholula Pyramid before returning to Mexico City for the night. Conclude your trip on Day 4 with a final hotel breakfast before your return flight home."
Mexico,"Mexico City, Teotihuacan",4,5,1500,"On Day 1, arrive in Mexico City and check into the Hilton Mexico City Reforma, where you can relax and settle in. Day 2 begins with a hotel breakfast, followed by a tour of Mexico City’s historic landmarks, including the Zocalo, the Metropolitan Cathedral, and the National Palace. Return to the Hilton for the night. On Day 3, enjoy breakfast before setting out for a day trip to the ancient Teotihuacan pyramids, exploring the impressive Pyramid of the Sun. After a final night at the Hilton, conclude your trip on Day 4 with breakfast before your return flight home from Mexico City."
Mexico,"Oaxaca City, Monte Albán, Mitla",5,6,1800,"On Day 1, arrive in Oaxaca City and check into the Quinta Real Oaxaca, where you can relax and settle in. Day 2 starts with breakfast at the hotel, followed by a day of exploring Oaxaca City’s highlights, including the Zocalo, the historic Santo Domingo Church, and the bustling local markets. After a restful night, enjoy breakfast on Day 3 before embarking on a day trip to the ancient ruins of Monte Albán, one of Mexico’s most significant archaeological sites. On Day 4, visit the fascinating Mitla ruins and the natural beauty of the Hierve el Agua petrified waterfalls before returning to Quinta Real Oaxaca for the night. Conclude the trip on Day 5 with a final breakfast at the hotel before your return flight home from Oaxaca City."
Mexico,"Punta Mita, Sayulita",5,6,2200,"On Day 1, arrive in Puerto Vallarta and transfer to the Four Seasons Punta Mita, where you can unwind and relax on the beach. Day 2 begins with breakfast at the hotel, followed by a leisurely day on the beach with options for water sports and a spa experience. On Day 3, take a short, 30-minute trip to the charming town of Sayulita, where you can enjoy surfing, browsing local markets, and exploring quaint cafes before returning to Punta Mita. Day 4 offers an exciting boat tour to the Marietas Islands, where you can snorkel at the famous Hidden Beach. Conclude the trip on Day 5 with a final breakfast at the hotel before your return flight home from Puerto Vallarta."
USA,"Anchorage, Talkeetna, Denali National Park",8,4,3374,"For travellers looking to explore a more remote corner of North America at a faster (and more active) pace, this eight-day journey through Alaska's vast vistas is just the ticket. Catch the state's greatest highlights including the imposing Harding Icefield, the enchanting Kenai Fjords, the jaw-dropping Denali National Park, and the charming town of Talkeetna. Go north and treat yourself to a week of scenery and smiles. Day 1 Arrive at any time.


Included Activities:
- Welcome Moment - Meet Your CEO and Group. Day 2 Drive south through the Kenai Peninsula along one of US's most scenic highways, the Seward Highway. Pass between cliffs and ocean and through the Chugach National Forest surrounded by mountains. In Kenai Fjords National Park hike to view the Exit Glacier along the Harding Icefield Trail in the afternoon to witness the size of this natural phenomenon in person.
Leave Anchorage in the morning and arrive at the tip of the Kenai Peninsula where the ice age still lingers. Spend the day exploring this site to discover the fjords, their history, science and remote splendor.

Meals Included:
- Lunch

Transport:
- Private Vehicle 02:15 - 02:30 Hr(s)

Included Activities:
- Hike to View Exit Glacier on the Harding Icefield Trail. Day 3 Enjoy a free day for activities around Seward. Opt to take a scenic boat cruise through the Kenai fjords to get up close and personal with glaciers and marine life, hike through breathtaking scenery, or visit the Alaska SeaLife Center. Day 4 Travel north to quaint Talkeetna. Visit the Iditarod Trail Sled Dog Museum and learn all about this historical event. Opt to take a scenic flight over the area, float by raft or go further afield by jet boat on the Talkeetna River to learn about local flora, fauna and early settlers to the area, or stay in town to shop or sample beer from the local microbrewery.


Transport:
- Private Vehicle 05:00 - 06:00 Hr(s)

Included Activities:
- Wasilla Iditarod Trail Sled Dog Museum

Additional Notes: Denali flightseeing is only available some days when weather conditions are appropriate for flying and good views. Day 5 Head north and keep cameras at the ready for the stunning scenery on the way to Denali National Park. Enjoy a dog sledding demo, and opt to hike in the park.
Enjoy plenty of time to explore Denali NP. Opt to hike one of the countless trails in Denali and discover the dynamic glaciated landscape providing large rivers, countless lakes and ponds, and unique landforms that make up the foundation of the ecosystems that thrive in in this park.

Transport:
- Private Vehicle 03:00 - 03:30 Hr(s)

Included Activities:
- Denali National Park Visit
- Denali Visitor Center & Dog Sled Demonstration

Additional Notes: If weather conditions aren't great for flightseeing on Day 4, there is a possibility to try again this day before driving north to Denali. Day 6 Spend the day exploring Denali National Park. Take in the beautiful flora, fauna, and mountains on this full-day excursion and keep an eye out for moose, bears, and caribou!


Meals Included:
- Breakfast
- Lunch

Included Activities:
- Scenic Shuttle to East Fork Bridge (Mile 43)
- Denali National Park Visit. Day 7 Say farewell to Denali NP and travel back to Anchorage. Opt to join the group for a farewell dinner.


Meals Included:
- Breakfast

Transport:
- Private Vehicle 04:00 - 05:00 Hr(s). Day 8 Depart at any time.


Included Activities:
- Departure Day"
